Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,event,type,gene_number,db
Positive Regulation Of DNA Repair (GO:0045739),8/89,0.008976195201272939,6.924514991181658,69.59158487843723,PBRM1;HDAC10;ACTR5;DDX11;TIMELESS;FOXM1;ARID1A;NFRKB,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Regulation Of RNA Splicing (GO:0043484),8/102,0.018560169129668045,5.962917933130699,54.13144566185273,YTHDC1;U2AF2;CCNL2;RBM12;ATXN7L3;CLK2;SRPK1;PTBP3,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Regulation Of Cell Cycle (GO:0051726),14/298,0.018560169129668045,3.4953222987560397,31.71052175713911,ANKRD17;ACTR5;TSC2;HTRA2;TSC1;FOXM1;HCFC1;CDC27;RPRD1B;E4F1;CCNL2;NFRKB;DLGAP5;FGFR2,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262),3/8,0.019018008838909035,41.48842105263158,363.44783879785746,ATRX;WIZ;CDC7,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Regulation Of Sister Chromatid Cohesion (GO:0007063),3/8,0.019018008838909035,41.48842105263158,363.44783879785746,ESPL1;DDX11;WAPL,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Negative Regulation Of Chromosome Organization (GO:2001251),3/8,0.019018008838909035,41.48842105263158,363.44783879785746,TOP2A;ESPL1;WAPL,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),5/43,0.041166279461271806,9.147294030128325,72.33632223400213,CENPX;FANCM;DDX11;ATRX;TIMELESS,Cd2bp2,A3SS,rmats,288,GO_Biological_Process_2023
Retrograde Axonal Transport (GO:0008090),5/15,0.018292451610299312,23.291666666666668,266.6667124210192,DST;KIF5B;MAP1A;KIF1A;SOD1,Cd2bp2,A5SS,deg,425,GO_Biological_Process_2023
mRNA 3'-UTR Binding (GO:0003730),6/93,0.03479792600892769,7.558237547892721,63.22982200775996,DDX17;PABPC4;SERBP1;HNRNPC;PUM1;TARDBP,Cd2bp2,A5SS,rmats,186,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),10/282,0.03479792600892769,4.082135695187166,32.84056802677141,DDX17;UNK;PCBP3;PABPC4;ESRP1;SERBP1;HNRNPC;PUM1;TARDBP;GNL3,Cd2bp2,A5SS,rmats,186,GO_Molecular_Function_2023
Retrograde Axonal Transport (GO:0008090),5/15,0.018292451610299312,23.291666666666668,266.6667124210192,DST;KIF5B;MAP1A;KIF1A;SOD1,Cd2bp2,MXE,deg,425,GO_Biological_Process_2023
Retrograde Axonal Transport (GO:0008090),5/15,0.018292451610299312,23.291666666666668,266.6667124210192,DST;KIF5B;MAP1A;KIF1A;SOD1,Cd2bp2,RI,deg,425,GO_Biological_Process_2023
Histone Deacetylase Activity (GO:0004407),4/18,0.023615862491624263,21.422053231939163,201.55575304011467,HDAC5;HDAC3;HDAC10;SUDS3,Cd2bp2,RI,rmats,267,GO_Molecular_Function_2023
DNA Metabolic Process (GO:0006259),16/288,0.002500064978602636,4.560815561284275,60.3654317833523,CTC1;MUS81;SMARCAL1;INO80E;RNASEH2A;PARP2;ACTR5;FANCA;LRWD1;TYMS;FANCG;DDB1;PWWP3A;POLE;RAD9A;MUTYH,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),6/43,0.015088147990660699,12.237340789064927,131.48932219037638,MUS81;CAMSAP3;SMARCAL1;DDX11;THOC1;POLE,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
DNA Repair (GO:0006281),14/291,0.01846587777414739,3.8867025299296527,39.40085914080983,MUS81;SMARCAL1;RNASEH2A;PARP2;ABRAXAS1;ACTR5;FANCA;FAAP24;FANCG;DDB1;PWWP3A;POLE;RAD9A;MUTYH,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Metaphase Plate Congression (GO:0051310),6/51,0.01846587777414739,10.057726692209451,98.07288263189837,BECN1;PSRC1;SPICE1;CHMP2A;CHMP7;EML3,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Translocation Of Molecules Into Host (GO:0044417),3/7,0.01846587777414739,56.04829545454545,529.3368461963541,THOC1;THOC7;THOC6,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Viral mRNA Export From Host Cell Nucleus (GO:0046784),3/7,0.01846587777414739,56.04829545454545,529.3368461963541,THOC1;THOC7;THOC6,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Histone Modification (GO:0016570),7/81,0.02093337717803656,7.152442827442828,65.55019137706743,ING4;HDAC5;HDAC3;MRGBP;TADA3;DMAP1;SUDS3,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
protein-DNA Complex Organization (GO:0071824),6/60,0.02562861062704359,8.377607492550021,73.96448846736759,HDAC5;HDAC3;HDAC10;PWWP3A;LRWD1;HMGN2,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Phosphatidylethanolamine Biosynthetic Process (GO:0006646),3/9,0.028965063024230873,37.36174242424242,320.88759548693,SLC27A1;CHKB;PCYT2,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
tRNA Modification (GO:0006400),6/67,0.03473581741273821,7.4136046730733,60.91631072433243,PUS3;CTU2;AARS2;TRMT1;PUSL1;DUS3L,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),12/268,0.03473581741273821,3.5803308823529414,29.381327196232427,ING4;HDAC5;INO80E;PHC1;HDAC3;HDAC10;DDX11;ACTR5;PWWP3A;SUDS3;LRWD1;HMGN2,Cd2bp2,RI,rmats,267,GO_Biological_Process_2023
Retrograde Axonal Transport (GO:0008090),5/15,0.018292451610299312,23.291666666666668,266.6667124210192,DST;KIF5B;MAP1A;KIF1A;SOD1,Cd2bp2,SE,deg,425,GO_Biological_Process_2023
GTPase Binding (GO:0051020),36/225,4.1038806045736697e-5,3.051061388410786,50.50915409816012,USP6NL;RABGAP1;GARRE1;MYCBP2;DOCK7;GCC2;AMBRA1;YBX3;FGD1;RASIP1;STRN3;AKAP13;AP3M1;GOLGA4;DENND10;ARFIP2;ERC1;DNM1L;HACE1;ANKRD27;PLEKHG2;SPHK2;TSC2;MYO9B;OCRL;GAPVD1;CYRIB;LSM2;RRAGB;ATG16L1;RAB34;SGSM2;PEX5;TRIP11;RIN3;EXOC5,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
RNA Binding (GO:0003723),131/1411,6.468267934763684e-5,1.6806627811621369,25.5002848811502,EIF4A2;TFRC;FMR1;RPL10A;VIRMA;EDC3;TIAL1;EIF4ENIF1;PPP1CC;ENDOV;HMGN5;FBRSL1;CAST;RARS2;MBNL1;TYW5;ACTN1;DDX11;METTL3;CIRBP;GTPBP1;SRRM1;FAM133B;ILF3;ZC3H11A;RPP21;GEMIN5;DUS3L;ANKRD17;MACF1;AARS2;ZCCHC9;RCC1L;MTDH;DHX30;HNRNPDL;DHX33;DHX34;ERI3;SERPINH1;SAFB2;UTP20;LTA4H;LYAR;ZC3H14;MARK2;SRPK2;TIA1;CHTOP;ZRANB2;RBPMS;LSM2;PUM2;SETX;MOV10;TBL2;LSM6;GOLGB1;RNPS1;HNRNPC;LSM14A;EIF4G3;DZIP3;SUGP2;RPS24;EIF4G1;RBM25;TUT7;RBM26;CELF1;ZCCHC17;TENT4B;MTO1;YBX3;METTL14;LRRFIP1;RBM7;PSTK;TOP3B;ZC3H10;PABPC4;PRPF40B;DARS2;TFB2M;TRNAU1AP;DDX50;PTBP2;REXO4;PTBP3;DUS2;SARS2;PKM;SLTM;TUT1;RBMS1;EIF4E2;LUC7L2;RBM47;ROCK2;POLDIP3;SRF;RBM4B;MTIF2;MTHFSD;GANAB;BCLAF1;UNK;IGF2BP1;FLNB;RALY;ASCC3;SMNDC1;RBM39;TRMT10B;YTHDF2;MYEF2;YTHDF3;KRR1;YLPM1;HUWE1;RSRC2;APTX;CDK11B;KTN1;NAP1L4;SEC23IP;TNIP1;HNRNPA2B1;ZYX;ACIN1;R3HDM1,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
Small GTPase Binding (GO:0031267),32/199,6.468267934763684e-5,3.0624171896344534,45.9394115513468,USP6NL;RABGAP1;GARRE1;MYCBP2;DOCK7;GCC2;YBX3;FGD1;STRN3;AKAP13;AP3M1;GOLGA4;DENND10;ARFIP2;ERC1;DNM1L;HACE1;ANKRD27;PLEKHG2;SPHK2;TSC2;MYO9B;OCRL;GAPVD1;CYRIB;LSM2;RAB34;SGSM2;PEX5;TRIP11;RIN3;EXOC5,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
Ubiquitin-Like Protein Transferase Activity (GO:0019787),35/240,1.5206108554643053e-4,2.730092485791582,37.835147454072825,RNF14;UBE3A;KLHL13;RMND5B;RNF214;MARCHF8;TRIM68;BTRC;UBE2F;ATG3;HACE1;FBXW11;FANCL;SMURF1;NSMCE2;HUWE1;WWP1;CHFR;PML;RNF146;UBE2W;ITCH;ATG16L1;TTC3;MDM2;ERCC8;TRIM37;RBCK1;BCOR;FBXL5;UBE2K;TRIM11;DZIP3;BIRC2;TRIM33,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
GTPase Regulator Activity (GO:0030695),51/424,2.091735343758724e-4,2.1968464183287324,29.254378767953614,USP6NL;GPSM2;FAM13B;ITSN1;DOCK7;RCBTB2;AKAP13;SYDE1;HERC2;SIPA1L1;DENND10;DNM1L;TBC1D22A;GARNL3;RALGPS2;PLEKHG2;RALGAPA1;STARD8;ARHGEF19;TSC2;OCRL;GAPVD1;TIAM1;RP2;SPATA13;PREB;RIN3;DENND6B;DEPDC5;TBC1D9B;RABGAP1;NPRL3;MYCBP2;ARHGAP19;AGAP1;ARHGAP17;ASAP1;FGD1;RCC1L;RIC8A;RACGAP1;CHN1;TBC1D14;ANKRD27;MYO9B;CCDC88A;SGSM2;RGS12;RGL2;NUCB2;MON1A,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),37/282,6.461446973932945e-4,2.4138550510643535,28.98159491460792,RBM25;RBM47;CELF1;POLDIP3;FMR1;YBX3;EDC3;CRYZ;TIAL1;EIF4ENIF1;METTL14;UNK;DHX33;IGF2BP1;CHTOP;TIA1;MYEF2;YTHDF2;YTHDF3;RBPMS;PABPC4;METTL3;CIRBP;PTBP2;PUM2;PTBP3;PKM;HNRNPA2B1;TUT1;GEMIN5;RBMS1;RNPS1;HNRNPC;EIF4G3;LSM14A;LUC7L2;EIF4G1,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
mRNA 3'-UTR Binding (GO:0003730),18/93,7.874085708781622e-4,3.8088813559322032,44.39052451699777,RBM47;TIA1;CELF1;FMR1;PABPC4;CIRBP;YBX3;CRYZ;PUM2;TIAL1;ILF3;HNRNPA2B1;IGF2BP1;GEMIN5;RBMS1;TUT1;RNPS1;HNRNPC,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
Protein-Lysine N-methyltransferase Activity (GO:0016279),12/54,0.005198410827535951,4.519392917369308,43.481133383603755,SETD5;SUV39H2;METTL22;SETD3;KMT5C;EHMT2;SETD6;NSD2;EHMT1;KMT5B;CAMKMT;EZH2,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
"Catalytic Activity, Acting On A tRNA (GO:0140101)",10/39,0.005198410827535951,5.449030535237432,51.851899652594696,DTWD2;DUS2;AARS2;TYW5;MRPL58;TARS2;DUS3L;OSGEP;ANKZF1;TRIT1,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
Protein Serine/Threonine Kinase Activity (GO:0004674),39/342,0.005535443989811791,2.054408460690763,19.203836614641997,ROCK2;PRKCZ;IKBKB;STK11;IRAK1;CHEK2;STK16;PHKG2;TLK2;TLK1;MAP4K5;MARK3;CAMK2G;MARK2;BRD4;PAK4;MAP2K6;PLK4;SRPK2;NEK9;DAPK2;LIMK2;MOK;CSNK1D;VRK1;PRKAB1;CLK4;CDK11B;HIPK2;CLK2;CLK1;BCKDK;MELK;STK26;RPS6KB2;CDK12;CSNK1G2;CAMK1G;MAP3K12,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
N6-methyladenosine-containing RNA Binding (GO:1990247),5/10,0.00851822223419371,15.756077116512992,138.78095073484872,YTHDF2;YTHDF3;HNRNPA2B1;IGF2BP1;HNRNPC,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
GTPase Activator Activity (GO:0005096),27/211,0.00851822223419371,2.3330393940519065,20.377386579082316,USP6NL;TBC1D9B;RABGAP1;FAM13B;NPRL3;ARHGAP19;AGAP1;ARHGAP17;ASAP1;SYDE1;SIPA1L1;RACGAP1;CHN1;TBC1D14;DNM1L;TBC1D22A;GARNL3;RALGAPA1;STARD8;TSC2;MYO9B;OCRL;RP2;SGSM2;PREB;RGS12;DEPDC5,Cd2bp2,SE,rmats,1198,GO_Molecular_Function_2023
DNA Repair (GO:0006281),45/291,1.4889044976393652e-5,2.9439637848243185,56.57464804137582,DCLRE1A;ABRAXAS1;FMR1;PDS5B;ENDOV;MTA1;NTHL1;CHEK2;UIMC1;NSD2;PMS2;POLI;KMT5B;ASCC3;POLE;PMS1;MUTYH;ZRANB3;UVRAG;SLC30A9;CENPX;FANCM;MGMT;KMT5C;FANCL;USP3;ACTR5;XRCC3;RECQL;HUWE1;FANCC;FANCE;APTX;FANCG;REXO4;TICRR;SETX;RAD52;RAD50;TDP2;FANCD2;MSH3;ERCC2;ERCC8;RAD18,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Regulation Of Organelle Organization (GO:0033043),20/100,0.002699603917461108,3.9732597623089982,52.93886540938263,USP6NL;SLC30A9;ACTR5;SIRT7;MFF;RBSN;PTK2;PARL;CAMSAP3;SYDE1;CLN3;MAVS;RHOT1;PDCD10;RUVBL2;AKAP9;PREB;NF2;DNM1L;MARK2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Mitotic Recombination (GO:0006312),7/14,0.005869102549087795,15.780856423173804,188.6599229613265,RAD52;RAD50;MSH3;NSMCE2;XRCC3;SMC5;RAD54B,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Mitotic Spindle Assembly (GO:0090307),12/44,0.005869102549087795,5.934865092748735,70.35214486861497,WRAP73;STAG1;STAG2;RACGAP1;ABRAXAS1;KIFC1;CHEK2;SPICE1;LSM14A;CLASP1;CCDC61;CLASP2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),45/384,0.008599798187904385,2.125620735441979,23.910814858437664,ATF2;USP16;STXBP4;FMR1;BRAT1;HTRA2;SMC5;PDS5B;ENDOV;BCLAF1;STK11;HERC2;CHEK2;TLK2;POLI;KMT5B;APBB1;MAP2K6;MUTYH;ZRANB3;UVRAG;SLF1;CBX5;MGMT;KMT5C;FANCL;DDX11;USP3;METTL3;XRCC3;RECQL;VRK1;FANCC;SIRT7;USP28;SPIDR;FANCG;REXO4;PML;TICRR;SETX;RAD50;MSH3;ERCC8;RAD18,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),36/288,0.011659268305111216,2.280550774526678,24.28505854490684,FMR1;PDS5B;ENDOV;NTHL1;CBS;RUVBL2;SMARCAD1;POLI;NT5M;KMT5B;POLE;MUTYH;ZRANB3;TOP3B;UVRAG;TCF7L2;MGMT;KMT5C;FANCL;USP3;ACTR5;XRCC3;RECQL;REV1;DONSON;FANCC;TERF1;TERF2;FANCG;REXO4;TICRR;RAD52;RAD50;MSH3;RBMS1;RAD18,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Organelle Organization (GO:0006996),47/418,0.011659268305111216,2.0286051505663654,21.519498874963915,USP6NL;ABCD4;PI4K2B;TAFAZZIN;FAF2;TOR1AIP2;MIA3;FGD1;CAMSAP1;CECR2;RHOT1;SMPD4;ZMYM4;MICAL1;DYM;PACSIN3;TMED1;DNM1L;EPS15;CLASP1;SEC31A;PAK4;CLASP2;CENPT;HACE1;YTHDF2;YTHDF3;ATP8B2;NAA10;MTX2;COG2;TRAPPC8;CSNK1D;PEX1;MCOLN1;CFAP410;FANCG;TJAP1;GAK;FMNL3;SEC23IP;TMEM135;BIN1;ADCK1;RAB34;GOLGB1;TRIP11,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Chromatin Organization (GO:0006325),34/268,0.0120179154284607,2.3177959878990806,24.20752224458548,KDM5A;SUV39H2;KDM5C;CHD6;EHMT1;M1AP;CECR2;HIRIP3;MTA1;RUVBL2;MIER1;PCGF1;SMARCAD1;KAT7;MTA3;BPTF;KDM6A;PBRM1;CHTOP;PHC1;CBX5;KDM4C;KDM2B;DDX11;PCGF2;ACTR5;ARID1B;NAP1L4;TADA2A;ZZZ3;MTF2;HNRNPC;BCOR;EZH2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Chromatin Remodeling (GO:0006338),30/228,0.015575731702249677,2.413345786633458,24.295394052266172,KDM5A;SUV39H2;KDM5C;USP15;CHD6;CECR2;MTA1;RUVBL2;MIER1;PCGF1;SMARCAD1;MTA3;BPTF;KDM6A;SRPK2;PBRM1;CHTOP;PHC1;KDM4C;KDM2B;PCGF2;USP3;ACTR5;SIRT7;ARID1B;SIRT2;TADA2A;MTF2;HNRNPC;BCOR,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Spindle Assembly (GO:0051225),15/81,0.024323185002227247,3.5994774456312917,33.88380143529466,ABRAXAS1;TUBGCP2;SPICE1;CSNK1D;HAUS6;WRAP73;STAG1;STAG2;HAUS8;KIFC1;CHEK2;LSM14A;CLASP1;CCDC61;CLASP2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),37/319,0.024323185002227247,2.0929621688322,19.447142640627575,ANAPC16;FAF2;ARRB2;AMBRA1;UBE2J2;BAG6;RMND5B;AMN1;MTA1;ZSWIM8;TBL1X;ASCC3;BTRC;RFFL;ANKZF1;KLHDC10;FBXW5;FBXW11;RHBDD2;SMURF1;FBXO17;WWP1;ARMC8;ERLIN2;PPP2R5C;SIRT2;PML;FBXL12;UBE2W;ITCH;MDM2;ERCC8;RBCK1;FBXL5;RNF185;UBE2K;BIRC2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),10/40,0.024323185002227247,5.267115600448934,48.89384304247524,CAMSAP3;PATJ;DLG1;DLG3;DLG5;SCRIB;SYNE4;PRKCZ;MARK2;PALS1,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),8/26,0.024323185002227247,7.015499533146592,64.91904414919752,PATJ;DLG1;DLG3;DLG5;SCRIB;PRKCZ;MARK2;PALS1,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),33/275,0.026750022569097226,2.1724541552867733,19.735543019066103,DYNLT2B;ASAP1;FGD1;CDC14B;NUDCD3;ABLIM1;TBC1D31;ARL13B;WDR90;ARFIP2;IFT57;BBS5;RAB8B;PLK4;IQCB1;SEPTIN2;RFX3;SEPTIN6;IFT122;CPLANE1;ANO6;OCRL;ATAT1;FMNL3;CCDC88A;IFT81;TMEM237;RP2;CENPJ;STK26;SPATA13;B9D2;CEP20,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Endocytosis (GO:0006897),25/189,0.03596842894261078,2.422130039714719,21.103262398196296,LMBR1L;PIK3C2A;CLINT1;RAB22A;AP3M1;CLN3;SNX9;ATP9B;EPS15;TSC2;CSNK1D;EPS15L1;HSPG2;EPN1;EPN2;GAK;DAB2;BIN3;HOOK2;BIN1;RAB34;OCIAD1;RIN3;PI4KB;CSNK1G2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Histone H2A-K119 Monoubiquitination (GO:0036353),4/6,0.03596842894261078,31.490787269681743,272.54673652489925,PCGF5;PCGF2;PCGF1;TRIM37,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Interstrand Cross-Link Repair (GO:0036297),9/36,0.037387276074976175,5.263526773198766,44.62337865198704,DCLRE1A;CENPX;FANCM;FANCL;FANCD2;XRCC3;FANCC;FANCE;FANCG,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Positive Regulation Of Translation (GO:0045727),17/108,0.037387276074976175,2.9597472806617597,24.820138245759203,CDC123;USP16;YTHDF2;YTHDF3;POLDIP3;FMR1;METTL3;RMND1;CIRBP;MPV17L2;YBX3;RCC1L;METTL14;PKM;RPS6KB2;IGF2BP1;EIF4G3,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Protein Ubiquitination (GO:0016567),45/434,0.037387276074976175,1.8473881703480581,15.381482656206998,ANAPC16;RNF14;UBA6;PELI2;MYCBP2;UBE3A;ARRB2;AMBRA1;KLHL13;UBE2J2;RNFT1;HERC2;TNKS2;ZSWIM8;TRIM68;MARCHF8;BTRC;RNF111;ATG3;HACE1;FBXW5;FANCL;FBXW11;SMURF1;HUWE1;WWP1;FANCC;FANCE;FANCG;CHFR;RNF146;UBE2W;ITCH;MDM2;ERCC8;TRIM37;RBCK1;FBXL5;RNF185;UBE2K;DZIP3;RAD18;BIRC2;TRIM33;TRIM11,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Protein Modification Process (GO:0036211),66/711,0.037387276074976175,1.6412770153669158,13.49910942774121,SETD3;PTPRS;GMFG;JADE1;PLOD2;NAGPA;CDC14B;IKBKB;PPP1CC;STK11;PPP4R2;CHEK2;TLK2;TLK1;KAT7;BTRC;ILKAP;PPP1R12A;TBP;STRADA;FBXW11;DAPK2;STRADB;PPP2R5B;ALG3;ADAM10;VRK1;CSNK1D;PPP2R5C;JMJD7;ATG13;PRKAB1;ILF3;MELK;CREB1;PIGK;ATG4B;CSNK1G2;PPM1M;ROCK2;FUT10;PRKCZ;PORCN;IRAK1;MAP4K5;MARK3;MARK2;ST3GAL3;PAK4;PLK4;SRPK2;UBE2F;UVRAG;LIMK2;PTPN13;CDK11B;PTK2;HIPK2;CLK2;SSH1;BCKDK;ATG16L1;STK26;COQ8B;TAF2;MAP3K12,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),50/500,0.037387276074976175,1.7762291908633372,14.604268943576246,ATF2;GMFG;IKBKB;STK11;CHEK2;STK16;TLK2;TLK1;ERC1;TBP;STRADA;DAPK2;STRADB;ADAM10;VRK1;CSNK1D;ATG13;PRKAB1;ILF3;MELK;CREB1;CSNK1G2;CAMK1G;USP15;CAB39;ROCK2;SRC;PRKCZ;IRAK1;MAP4K5;MARK3;MARK2;PAK4;PLK4;SRPK2;UVRAG;LIMK2;CLK4;CDK11B;PTK2;HIPK2;CLK2;BCKDK;CLK1;STK26;COQ8B;CDK12;FGFR2;TAF2;MAP3K12,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Regulation Of Cilium Assembly (GO:1902017),13/71,0.037387276074976175,3.545351374945439,29.14312489901982,USP6NL;ATG3;RABGAP1;TBC1D9B;LIMK2;CEP120;DYNLT2B;TCHP;CCDC88A;ODF2L;TBC1D14;ENTR1;TBC1D22A,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
Golgi Organization (GO:0007030),19/130,0.037387276074976175,2.7136220189655305,22.291348921052993,USP6NL;PI4K2B;HACE1;ATP8B2;COG2;GCC2;CSNK1D;VRK1;TRAPPC8;TJAP1;GAK;SEC23IP;PDCD10;GOLGB1;DYM;TRIP11;TMED1;CLASP1;CLASP2,Cd2bp2,SE,rmats,1198,GO_Biological_Process_2023
