go,symbol
GO:0031082,HPS6
GO:0006281,CDS1
GO:0006310,CDS1
GO:0006281,MUS81
GO:0006310,MUS81
GO:0007032,HPS3
GO:0007033,HPS3
GO:0007040,HPS3
GO:0031082,HPS3
GO:0007032,HPS5
GO:0007033,HPS5
GO:0007040,HPS5
GO:0031082,HPS5
GO:0007032,HPS6
GO:0007033,HPS6
GO:0007040,HPS6
GO:0031082,HPS6
GO:0005634,CORO2A
GO:0006265,CORO2A
GO:0006473,CORO2A
GO:0006476,CORO2A
GO:0045892,CORO2A
GO:0051276,CORO2A
GO:0005634,GPS2
GO:0006265,GPS2
GO:0006473,GPS2
GO:0006476,GPS2
GO:0045892,GPS2
GO:0051276,GPS2
GO:0005634,HDAC3
GO:0006265,HDAC3
GO:0006473,HDAC3
GO:0006476,HDAC3
GO:0045892,HDAC3
GO:0051276,HDAC3
GO:0005634,NCOR1
GO:0006265,NCOR1
GO:0006473,NCOR1
GO:0006476,NCOR1
GO:0045892,NCOR1
GO:0051276,NCOR1
GO:0005634,TBL1X
GO:0006265,TBL1X
GO:0006473,TBL1X
GO:0006476,TBL1X
GO:0045892,TBL1X
GO:0051276,TBL1X
GO:0005634,TBL1XR1
GO:0006265,TBL1XR1
GO:0006473,TBL1XR1
GO:0006476,TBL1XR1
GO:0045892,TBL1XR1
GO:0051276,TBL1XR1
GO:0031082,BLOC1S1
GO:0031082,BLOC1S2
GO:0031082,BLOC1S3
GO:0031082,BLOC1S4
GO:0031082,BLOC1S5
GO:0031082,BLOC1S6
GO:0031082,DTNBP1
GO:0031082,SNAPIN
GO:0007032,BLOC1S1
GO:0007033,BLOC1S1
GO:0007040,BLOC1S1
GO:0031082,BLOC1S1
GO:0007032,BLOC1S2
GO:0007033,BLOC1S2
GO:0007040,BLOC1S2
GO:0031082,BLOC1S2
GO:0007032,BLOC1S3
GO:0007033,BLOC1S3
GO:0007040,BLOC1S3
GO:0031082,BLOC1S3
GO:0007032,BLOC1S4
GO:0007033,BLOC1S4
GO:0007040,BLOC1S4
GO:0031082,BLOC1S4
GO:0007032,BLOC1S5
GO:0007033,BLOC1S5
GO:0007040,BLOC1S5
GO:0031082,BLOC1S5
GO:0007032,BLOC1S6
GO:0007033,BLOC1S6
GO:0007040,BLOC1S6
GO:0031082,BLOC1S6
GO:0007032,DTNBP1
GO:0007033,DTNBP1
GO:0007040,DTNBP1
GO:0031082,DTNBP1
GO:0007032,SNAPIN
GO:0007033,SNAPIN
GO:0007040,SNAPIN
GO:0031082,SNAPIN
GO:0005737,AHR
GO:0006950,AHR
GO:0005737,AIP
GO:0006950,AIP
GO:0009593,AIP
GO:0042221,AIP
GO:0005737,HSP90AA1
GO:0006950,HSP90AA1
GO:0009593,HSP90AA1
GO:0042221,HSP90AA1
GO:0005737,HSP90AB1
GO:0006950,HSP90AB1
GO:0009593,HSP90AB1
GO:0042221,HSP90AB1
GO:0005216,BEST1
GO:0006821,BEST1
GO:0007601,BEST1
GO:0009416,BEST1
GO:0009583,BEST1
GO:0023052,BEST1
GO:0005216,PPP2CA
GO:0006821,PPP2CA
GO:0007601,PPP2CA
GO:0009416,PPP2CA
GO:0009583,PPP2CA
GO:0023052,PPP2CA
GO:0005216,PPP2R1A
GO:0006821,PPP2R1A
GO:0007601,PPP2R1A
GO:0009416,PPP2R1A
GO:0009583,PPP2R1A
GO:0023052,PPP2R1A
GO:0005885,ACTR2
GO:0030833,ACTR2
GO:0005885,ACTR3
GO:0030833,ACTR3
GO:0005885,ARPC1B
GO:0030833,ARPC1B
GO:0005885,ARPC2
GO:0030833,ARPC2
GO:0005885,ARPC3
GO:0030833,ARPC3
GO:0005885,ARPC4
GO:0030833,ARPC4
GO:0005885,ARPC5
GO:0030833,ARPC5
GO:0005515,PSMC3
GO:0005524,PSMC3
GO:0006511,PSMC3
GO:0016504,PSMC3
GO:0043161,PSMC3
GO:0051098,PSMC3
GO:0005515,PSMC6
GO:0005524,PSMC6
GO:0006511,PSMC6
GO:0016504,PSMC6
GO:0043161,PSMC6
GO:0051098,PSMC6
GO:0005515,PSMD9
GO:0005524,PSMD9
GO:0006511,PSMD9
GO:0016504,PSMD9
GO:0043161,PSMD9
GO:0051098,PSMD9
GO:0005515,PSME3
GO:0016504,PSME3
GO:0043161,PSME3
GO:0005515,PSME1
GO:0005737,PSME1
GO:0006511,PSME1
GO:0016504,PSME1
GO:0043161,PSME1
GO:0051098,PSME1
GO:0005515,PSME2
GO:0005737,PSME2
GO:0006511,PSME2
GO:0016504,PSME2
GO:0043161,PSME2
GO:0051098,PSME2
GO:0005515,PSMC1
GO:0016504,PSMC1
GO:0043161,PSMC1
GO:0005515,PSMC2
GO:0016504,PSMC2
GO:0043161,PSMC2
GO:0005515,PSMC4
GO:0016504,PSMC4
GO:0043161,PSMC4
GO:0005515,PSMC5
GO:0016504,PSMC5
GO:0043161,PSMC5
GO:0005515,PSMD1
GO:0016504,PSMD1
GO:0043161,PSMD1
GO:0005515,PSMD10
GO:0016504,PSMD10
GO:0043161,PSMD10
GO:0005515,PSMD11
GO:0016504,PSMD11
GO:0043161,PSMD11
GO:0005515,PSMD12
GO:0016504,PSMD12
GO:0043161,PSMD12
GO:0005515,PSMD13
GO:0016504,PSMD13
GO:0043161,PSMD13
GO:0005515,PSMD14
GO:0016504,PSMD14
GO:0043161,PSMD14
GO:0005515,PSMD2
GO:0016504,PSMD2
GO:0043161,PSMD2
GO:0005515,PSMD3
GO:0016504,PSMD3
GO:0043161,PSMD3
GO:0005515,PSMD4
GO:0016504,PSMD4
GO:0043161,PSMD4
GO:0005515,PSMD5
GO:0016504,PSMD5
GO:0043161,PSMD5
GO:0005515,PSMD6
GO:0016504,PSMD6
GO:0043161,PSMD6
GO:0005515,PSMD7
GO:0016504,PSMD7
GO:0043161,PSMD7
GO:0005515,PSMD8
GO:0016504,PSMD8
GO:0043161,PSMD8
GO:0005886,AQP4
GO:0015267,AQP4
GO:0005886,DAG1
GO:0015267,DAG1
GO:0005886,DMD
GO:0015267,DMD
GO:0005886,SNTA1
GO:0015267,SNTA1
GO:0006605,AP1B1
GO:0006886,AP1B1
GO:0006897,AP1B1
GO:0006900,AP1B1
GO:0015031,AP1B1
GO:0016050,AP1B1
GO:0016192,AP1B1
GO:0030133,AP1B1
GO:0006605,AP1G1
GO:0006886,AP1G1
GO:0006897,AP1G1
GO:0006900,AP1G1
GO:0015031,AP1G1
GO:0016050,AP1G1
GO:0016192,AP1G1
GO:0030133,AP1G1
GO:0006605,AP1G2
GO:0006886,AP1G2
GO:0006897,AP1G2
GO:0006900,AP1G2
GO:0015031,AP1G2
GO:0016050,AP1G2
GO:0016192,AP1G2
GO:0030133,AP1G2
GO:0006605,AP1M1
GO:0006886,AP1M1
GO:0006897,AP1M1
GO:0006900,AP1M1
GO:0015031,AP1M1
GO:0016050,AP1M1
GO:0016192,AP1M1
GO:0030133,AP1M1
GO:0006605,AP1M2
GO:0006886,AP1M2
GO:0006897,AP1M2
GO:0006900,AP1M2
GO:0015031,AP1M2
GO:0016050,AP1M2
GO:0016192,AP1M2
GO:0030133,AP1M2
GO:0006605,AP1S1
GO:0006886,AP1S1
GO:0006897,AP1S1
GO:0006900,AP1S1
GO:0015031,AP1S1
GO:0016050,AP1S1
GO:0016192,AP1S1
GO:0030133,AP1S1
GO:0006605,AP1S2
GO:0006886,AP1S2
GO:0006897,AP1S2
GO:0006900,AP1S2
GO:0015031,AP1S2
GO:0016050,AP1S2
GO:0016192,AP1S2
GO:0030133,AP1S2
GO:0006605,AP1S3
GO:0006886,AP1S3
GO:0006897,AP1S3
GO:0006900,AP1S3
GO:0015031,AP1S3
GO:0016050,AP1S3
GO:0016192,AP1S3
GO:0030133,AP1S3
GO:0007605,CDH23
GO:0030154,CDH23
GO:0007605,USH1C
GO:0030154,USH1C
GO:0005634,PSMA1
GO:0005737,PSMA1
GO:0006511,PSMA1
GO:0006950,PSMA1
GO:0016485,PSMA1
GO:0043161,PSMA1
GO:0005634,PSMA2
GO:0005737,PSMA2
GO:0006511,PSMA2
GO:0006950,PSMA2
GO:0016485,PSMA2
GO:0043161,PSMA2
GO:0005634,PSMA3
GO:0005737,PSMA3
GO:0006511,PSMA3
GO:0006950,PSMA3
GO:0016485,PSMA3
GO:0043161,PSMA3
GO:0005634,PSMA4
GO:0005737,PSMA4
GO:0006511,PSMA4
GO:0006950,PSMA4
GO:0016485,PSMA4
GO:0043161,PSMA4
GO:0005634,PSMA5
GO:0005737,PSMA5
GO:0006511,PSMA5
GO:0006950,PSMA5
GO:0016485,PSMA5
GO:0043161,PSMA5
GO:0005634,PSMA6
GO:0005737,PSMA6
GO:0006511,PSMA6
GO:0006950,PSMA6
GO:0016485,PSMA6
GO:0043161,PSMA6
GO:0005634,PSMA7
GO:0005737,PSMA7
GO:0006511,PSMA7
GO:0006950,PSMA7
GO:0016485,PSMA7
GO:0043161,PSMA7
GO:0005634,PSMB1
GO:0005737,PSMB1
GO:0006511,PSMB1
GO:0006950,PSMB1
GO:0016485,PSMB1
GO:0043161,PSMB1
GO:0005634,PSMB2
GO:0005737,PSMB2
GO:0006511,PSMB2
GO:0006950,PSMB2
GO:0016485,PSMB2
GO:0043161,PSMB2
GO:0005634,PSMB3
GO:0005737,PSMB3
GO:0006511,PSMB3
GO:0006950,PSMB3
GO:0016485,PSMB3
GO:0043161,PSMB3
GO:0005634,PSMB4
GO:0005737,PSMB4
GO:0006511,PSMB4
GO:0006950,PSMB4
GO:0016485,PSMB4
GO:0043161,PSMB4
GO:0005634,PSMB5
GO:0005737,PSMB5
GO:0006511,PSMB5
GO:0006950,PSMB5
GO:0016485,PSMB5
GO:0043161,PSMB5
GO:0005634,PSMB6
GO:0005737,PSMB6
GO:0006511,PSMB6
GO:0006950,PSMB6
GO:0016485,PSMB6
GO:0043161,PSMB6
GO:0005634,PSMB7
GO:0005737,PSMB7
GO:0006511,PSMB7
GO:0006950,PSMB7
GO:0016485,PSMB7
GO:0043161,PSMB7
GO:0019882,PSMA1
GO:0019882,PSMA2
GO:0019882,PSMA3
GO:0019882,PSMA4
GO:0019882,PSMA5
GO:0019882,PSMA6
GO:0019882,PSMA7
GO:0019882,PSMB1
GO:0005634,PSMB10
GO:0005737,PSMB10
GO:0006511,PSMB10
GO:0006950,PSMB10
GO:0016485,PSMB10
GO:0019882,PSMB10
GO:0043161,PSMB10
GO:0019882,PSMB2
GO:0019882,PSMB3
GO:0019882,PSMB4
GO:0005634,PSMB8
GO:0005737,PSMB8
GO:0006511,PSMB8
GO:0006950,PSMB8
GO:0016485,PSMB8
GO:0019882,PSMB8
GO:0043161,PSMB8
GO:0005634,PSMB9
GO:0005737,PSMB9
GO:0006511,PSMB9
GO:0006950,PSMB9
GO:0016485,PSMB9
GO:0019882,PSMB9
GO:0043161,PSMB9
GO:0008180,COPS2
GO:0008180,COPS3
GO:0008180,COPS4
GO:0008180,COPS5
GO:0008180,COPS6
GO:0008180,COPS7A
GO:0008180,COPS8
GO:0008180,GPS1
GO:0007155,APBA1
GO:0007268,APBA1
GO:0016079,APBA1
GO:0030054,APBA1
GO:0048489,APBA1
GO:0065003,APBA1
GO:0007155,CASK
GO:0007268,CASK
GO:0016079,CASK
GO:0030054,CASK
GO:0048489,CASK
GO:0065003,CASK
GO:0007155,LIN7A
GO:0007268,LIN7A
GO:0016079,LIN7A
GO:0030054,LIN7A
GO:0048489,LIN7A
GO:0065003,LIN7A
GO:0006605,AP2A2
GO:0006886,AP2A2
GO:0006897,AP2A2
GO:0015031,AP2A2
GO:0016192,AP2A2
GO:0030133,AP2A2
GO:0065003,AP2A2
GO:0006605,AP2B1
GO:0006886,AP2B1
GO:0006897,AP2B1
GO:0015031,AP2B1
GO:0016192,AP2B1
GO:0030133,AP2B1
GO:0065003,AP2B1
GO:0006605,AP2M1
GO:0006886,AP2M1
GO:0006897,AP2M1
GO:0015031,AP2M1
GO:0016192,AP2M1
GO:0030133,AP2M1
GO:0065003,AP2M1
GO:0006605,AP2S1
GO:0006886,AP2S1
GO:0006897,AP2S1
GO:0015031,AP2S1
GO:0016192,AP2S1
GO:0030133,AP2S1
GO:0065003,AP2S1
GO:0003677,POLA1
GO:0003688,POLA1
GO:0003887,POLA1
GO:0005634,POLA1
GO:0006260,POLA1
GO:0006270,POLA1
GO:0003677,POLA2
GO:0003688,POLA2
GO:0003887,POLA2
GO:0005634,POLA2
GO:0006260,POLA2
GO:0006270,POLA2
GO:0003677,PRIM1
GO:0003688,PRIM1
GO:0003887,PRIM1
GO:0005634,PRIM1
GO:0006260,PRIM1
GO:0006270,PRIM1
GO:0003677,PRIM2
GO:0003688,PRIM2
GO:0003887,PRIM2
GO:0005634,PRIM2
GO:0006260,PRIM2
GO:0006270,PRIM2
GO:0007186,GNAQ
GO:0007186,GNB5
GO:0007186,RGS7
GO:0000278,DNMT3B
GO:0000279,DNMT3B
GO:0005694,DNMT3B
GO:0006265,DNMT3B
GO:0006306,DNMT3B
GO:0007059,DNMT3B
GO:0051276,DNMT3B
GO:0000278,HDAC1
GO:0000279,HDAC1
GO:0005694,HDAC1
GO:0006265,HDAC1
GO:0006306,HDAC1
GO:0007059,HDAC1
GO:0051276,HDAC1
GO:0000278,KIF4A
GO:0000279,KIF4A
GO:0005694,KIF4A
GO:0006265,KIF4A
GO:0006306,KIF4A
GO:0007059,KIF4A
GO:0051276,KIF4A
GO:0000278,SIN3A
GO:0000279,SIN3A
GO:0005694,SIN3A
GO:0006265,SIN3A
GO:0006306,SIN3A
GO:0007059,SIN3A
GO:0051276,SIN3A
GO:0000278,SMARCA5
GO:0000279,SMARCA5
GO:0005694,SMARCA5
GO:0006265,SMARCA5
GO:0006306,SMARCA5
GO:0007059,SMARCA5
GO:0051276,SMARCA5
GO:0006265,SMC2
GO:0006306,SMC2
GO:0006265,SMC4
GO:0006306,SMC4
GO:0006897,RAB5A
GO:0034058,RAB5A
GO:0061025,RAB5A
GO:0006897,RABEP1
GO:0034058,RABEP1
GO:0061025,RABEP1
GO:0006897,RABGEF1
GO:0034058,RABGEF1
GO:0061025,RABGEF1
GO:0005524,CCT2
GO:0005737,CCT2
GO:0006457,CCT2
GO:0050821,CCT2
GO:0005524,CCT3
GO:0005737,CCT3
GO:0006457,CCT3
GO:0050821,CCT3
GO:0005524,CCT4
GO:0005737,CCT4
GO:0006457,CCT4
GO:0050821,CCT4
GO:0005524,CCT5
GO:0005737,CCT5
GO:0006457,CCT5
GO:0050821,CCT5
GO:0005524,CCT6A
GO:0005737,CCT6A
GO:0006457,CCT6A
GO:0050821,CCT6A
GO:0005524,CCT7
GO:0005737,CCT7
GO:0006457,CCT7
GO:0050821,CCT7
GO:0005524,CCT8
GO:0005737,CCT8
GO:0006457,CCT8
GO:0050821,CCT8
GO:0005524,TCP1
GO:0005737,TCP1
GO:0006457,TCP1
GO:0050821,TCP1
GO:0007186,RGS7
GO:0000165,HDAC4
GO:0006355,HDAC4
GO:2001141,HDAC4
GO:0000165,MAPK3
GO:0005634,MAPK3
GO:0006265,MAPK3
GO:0006355,MAPK3
GO:0051276,MAPK3
GO:2001141,MAPK3
GO:0005634,ELOA
GO:0006354,ELOA
GO:0043085,ELOA
GO:0045893,ELOA
GO:0005634,ELOB
GO:0006354,ELOB
GO:0043085,ELOB
GO:0045893,ELOB
GO:0005634,ELOC
GO:0006354,ELOC
GO:0043085,ELOC
GO:0045893,ELOC
GO:0000165,MAPK1
GO:0005634,MAPK1
GO:0006265,MAPK1
GO:0006355,MAPK1
GO:0051276,MAPK1
GO:2001141,MAPK1
GO:0005634,NCOR2
GO:0006265,NCOR2
GO:0006473,NCOR2
GO:0006476,NCOR2
GO:0045892,NCOR2
GO:0051276,NCOR2
GO:0005764,AP3B1
GO:0005773,AP3B1
GO:0006605,AP3B1
GO:0006886,AP3B1
GO:0006892,AP3B1
GO:0006897,AP3B1
GO:0015031,AP3B1
GO:0016192,AP3B1
GO:0005764,AP3B2
GO:0005773,AP3B2
GO:0006605,AP3B2
GO:0006886,AP3B2
GO:0006892,AP3B2
GO:0006897,AP3B2
GO:0015031,AP3B2
GO:0016192,AP3B2
GO:0005764,AP3D1
GO:0005773,AP3D1
GO:0006605,AP3D1
GO:0006886,AP3D1
GO:0006892,AP3D1
GO:0006897,AP3D1
GO:0015031,AP3D1
GO:0016192,AP3D1
GO:0005764,AP3M1
GO:0005773,AP3M1
GO:0006605,AP3M1
GO:0006886,AP3M1
GO:0006892,AP3M1
GO:0006897,AP3M1
GO:0015031,AP3M1
GO:0016192,AP3M1
GO:0005764,AP3M2
GO:0005773,AP3M2
GO:0006605,AP3M2
GO:0006886,AP3M2
GO:0006892,AP3M2
GO:0006897,AP3M2
GO:0015031,AP3M2
GO:0016192,AP3M2
GO:0005764,AP3S1
GO:0005773,AP3S1
GO:0006605,AP3S1
GO:0006886,AP3S1
GO:0006892,AP3S1
GO:0006897,AP3S1
GO:0015031,AP3S1
GO:0016192,AP3S1
GO:0005764,AP3S2
GO:0005773,AP3S2
GO:0006605,AP3S2
GO:0006886,AP3S2
GO:0006892,AP3S2
GO:0006897,AP3S2
GO:0015031,AP3S2
GO:0016192,AP3S2
GO:0005634,CHD4
GO:0006265,CHD4
GO:0006357,CHD4
GO:0051276,CHD4
GO:0005634,HDAC1
GO:0006357,HDAC1
GO:0005634,HDAC2
GO:0006265,HDAC2
GO:0006357,HDAC2
GO:0051276,HDAC2
GO:0005634,MBD3
GO:0006265,MBD3
GO:0006357,MBD3
GO:0051276,MBD3
GO:0005634,MTA2
GO:0006265,MTA2
GO:0006357,MTA2
GO:0051276,MTA2
GO:0005634,RBBP4
GO:0006265,RBBP4
GO:0006357,RBBP4
GO:0051276,RBBP4
GO:0005634,RBBP7
GO:0006265,RBBP7
GO:0006357,RBBP7
GO:0051276,RBBP7
GO:0003677,CHD4
GO:0004407,CHD4
GO:0045892,CHD4
GO:0003677,HDAC1
GO:0004407,HDAC1
GO:0045892,HDAC1
GO:0003677,HDAC2
GO:0004407,HDAC2
GO:0045892,HDAC2
GO:0003677,MBD2
GO:0004407,MBD2
GO:0005634,MBD2
GO:0006265,MBD2
GO:0045892,MBD2
GO:0051276,MBD2
GO:0003677,MBD3
GO:0004407,MBD3
GO:0045892,MBD3
GO:0003677,MTA2
GO:0004407,MTA2
GO:0045892,MTA2
GO:0003677,RBBP4
GO:0004407,RBBP4
GO:0045892,RBBP4
GO:0003677,RBBP7
GO:0004407,RBBP7
GO:0045892,RBBP7
GO:0006812,APBA1
GO:0008324,APBA1
GO:0015267,APBA1
GO:0050896,APBA1
GO:0006812,CASK
GO:0008324,CASK
GO:0015267,CASK
GO:0050896,CASK
GO:0006812,DLG1
GO:0008324,DLG1
GO:0015267,DLG1
GO:0050896,DLG1
GO:0006812,KCNJ12
GO:0008324,KCNJ12
GO:0015267,KCNJ12
GO:0050896,KCNJ12
GO:0006812,LIN7C
GO:0008324,LIN7C
GO:0015267,LIN7C
GO:0050896,LIN7C
GO:0005634,MED1
GO:0009755,MED1
GO:0023052,MED1
GO:0030545,MED1
GO:0045893,MED1
GO:0097067,MED1
GO:0005634,MED12
GO:0009755,MED12
GO:0023052,MED12
GO:0030545,MED12
GO:0045893,MED12
GO:0097067,MED12
GO:0005634,MED14
GO:0009755,MED14
GO:0023052,MED14
GO:0030545,MED14
GO:0045893,MED14
GO:0097067,MED14
GO:0005634,MED16
GO:0009755,MED16
GO:0023052,MED16
GO:0030545,MED16
GO:0045893,MED16
GO:0097067,MED16
GO:0005634,MED17
GO:0009755,MED17
GO:0023052,MED17
GO:0030545,MED17
GO:0045893,MED17
GO:0097067,MED17
GO:0005634,MED24
GO:0009755,MED24
GO:0023052,MED24
GO:0030545,MED24
GO:0045893,MED24
GO:0097067,MED24
GO:0005634,MED25
GO:0009755,MED25
GO:0023052,MED25
GO:0030545,MED25
GO:0045893,MED25
GO:0097067,MED25
GO:0005634,THRA
GO:0009755,THRA
GO:0023052,THRA
GO:0030545,THRA
GO:0045893,THRA
GO:0097067,THRA
GO:0005634,THRAP3
GO:0009755,THRAP3
GO:0023052,THRAP3
GO:0030545,THRAP3
GO:0045893,THRAP3
GO:0097067,THRAP3
GO:0005515,AP4B1
GO:0005794,AP4B1
GO:0006605,AP4B1
GO:0006886,AP4B1
GO:0006892,AP4B1
GO:0006897,AP4B1
GO:0015031,AP4B1
GO:0016192,AP4B1
GO:0030133,AP4B1
GO:0005515,AP4E1
GO:0005794,AP4E1
GO:0006605,AP4E1
GO:0006886,AP4E1
GO:0006892,AP4E1
GO:0006897,AP4E1
GO:0015031,AP4E1
GO:0016192,AP4E1
GO:0030133,AP4E1
GO:0005515,AP4M1
GO:0005794,AP4M1
GO:0006605,AP4M1
GO:0006886,AP4M1
GO:0006892,AP4M1
GO:0006897,AP4M1
GO:0015031,AP4M1
GO:0016192,AP4M1
GO:0030133,AP4M1
GO:0005515,AP4S1
GO:0005794,AP4S1
GO:0006605,AP4S1
GO:0006886,AP4S1
GO:0006892,AP4S1
GO:0006897,AP4S1
GO:0015031,AP4S1
GO:0016192,AP4S1
GO:0030133,AP4S1
GO:0003677,RAD51B
GO:0005524,RAD51B
GO:0005634,RAD51B
GO:0006281,RAD51B
GO:0006310,RAD51B
GO:0006974,RAD51B
GO:0003677,RAD51C
GO:0005524,RAD51C
GO:0005634,RAD51C
GO:0006281,RAD51C
GO:0006310,RAD51C
GO:0006974,RAD51C
GO:0003677,RAD51D
GO:0005524,RAD51D
GO:0005634,RAD51D
GO:0006281,RAD51D
GO:0006310,RAD51D
GO:0006974,RAD51D
GO:0003677,XRCC2
GO:0005524,XRCC2
GO:0005634,XRCC2
GO:0006281,XRCC2
GO:0006310,XRCC2
GO:0006974,XRCC2
GO:0003723,A1CF
GO:0016556,A1CF
GO:0003723,APOBEC1
GO:0016556,APOBEC1
GO:0003723,KHSRP
GO:0016556,KHSRP
GO:0005216,ACTB
GO:0005618,ACTB
GO:0006820,ACTB
GO:0006873,ACTB
GO:0008509,ACTB
GO:0019898,ACTB
GO:0050801,ACTB
GO:0005216,CKB
GO:0005618,CKB
GO:0006820,CKB
GO:0006873,CKB
GO:0008509,CKB
GO:0019898,CKB
GO:0050801,CKB
GO:0005216,CLIC4
GO:0005618,CLIC4
GO:0006820,CLIC4
GO:0006873,CLIC4
GO:0008509,CLIC4
GO:0019898,CLIC4
GO:0050801,CLIC4
GO:0005216,DNM2
GO:0005618,DNM2
GO:0006820,DNM2
GO:0006873,DNM2
GO:0008509,DNM2
GO:0019898,DNM2
GO:0050801,DNM2
GO:0005216,TUBA1A
GO:0005618,TUBA1A
GO:0006820,TUBA1A
GO:0006873,TUBA1A
GO:0008509,TUBA1A
GO:0019898,TUBA1A
GO:0050801,TUBA1A
GO:0005216,YWHAE
GO:0005618,YWHAE
GO:0006820,YWHAE
GO:0006873,YWHAE
GO:0008509,YWHAE
GO:0019898,YWHAE
GO:0050801,YWHAE
GO:0005216,YWHAZ
GO:0005618,YWHAZ
GO:0006820,YWHAZ
GO:0006873,YWHAZ
GO:0008509,YWHAZ
GO:0019898,YWHAZ
GO:0050801,YWHAZ
GO:0003677,MRE11
GO:0005634,MRE11
GO:0006281,MRE11
GO:0006974,MRE11
GO:0051276,MRE11
GO:0003677,RAD50
GO:0005634,RAD50
GO:0006281,RAD50
GO:0006974,RAD50
GO:0051276,RAD50
GO:0005216,HOMER3
GO:0005886,HOMER3
GO:0006812,HOMER3
GO:0008324,HOMER3
GO:0023052,HOMER3
GO:0005216,ITPR3
GO:0005886,ITPR3
GO:0006812,ITPR3
GO:0008324,ITPR3
GO:0023052,ITPR3
GO:0005216,TRPC1
GO:0005886,TRPC1
GO:0006812,TRPC1
GO:0008324,TRPC1
GO:0023052,TRPC1
GO:0005515,DNAJA1
GO:0005737,DNAJA1
GO:0006897,DNAJA1
GO:0030705,DNAJA1
GO:0040011,DNAJA1
GO:0048870,DNAJA1
GO:0005515,DYNC1H1
GO:0005737,DYNC1H1
GO:0006897,DYNC1H1
GO:0030705,DYNC1H1
GO:0040011,DYNC1H1
GO:0048870,DYNC1H1
GO:0005515,DYNC1I1
GO:0005737,DYNC1I1
GO:0006897,DYNC1I1
GO:0030705,DYNC1I1
GO:0040011,DYNC1I1
GO:0048870,DYNC1I1
GO:0005515,DYNC1I2
GO:0005737,DYNC1I2
GO:0006897,DYNC1I2
GO:0030705,DYNC1I2
GO:0040011,DYNC1I2
GO:0048870,DYNC1I2
GO:0005515,DYNC1LI1
GO:0005737,DYNC1LI1
GO:0006897,DYNC1LI1
GO:0030705,DYNC1LI1
GO:0040011,DYNC1LI1
GO:0048870,DYNC1LI1
GO:0005515,DYNC2H1
GO:0005737,DYNC2H1
GO:0006897,DYNC2H1
GO:0030705,DYNC2H1
GO:0040011,DYNC2H1
GO:0048870,DYNC2H1
GO:0005515,DYNLL1
GO:0005737,DYNLL1
GO:0006897,DYNLL1
GO:0030705,DYNLL1
GO:0040011,DYNLL1
GO:0048870,DYNLL1
GO:0005515,DYNLRB1
GO:0005737,DYNLRB1
GO:0006897,DYNLRB1
GO:0030705,DYNLRB1
GO:0040011,DYNLRB1
GO:0048870,DYNLRB1
GO:0005515,DYNLT1
GO:0005737,DYNLT1
GO:0006897,DYNLT1
GO:0030705,DYNLT1
GO:0040011,DYNLT1
GO:0048870,DYNLT1
GO:0005737,NOS1
GO:0007263,NOS1
GO:0005737,NOS1AP
GO:0007263,NOS1AP
GO:0005737,RASD1
GO:0007263,RASD1
